finess;numero_finess_ej;raison_sociale;raison_sociale_longue;complement_raison_sociale;complement_distribution;numero_voie;type_voie;libelle_voie;complement_voie;lieu_dit_bp;commune;code_commune;departement;libelle_departement;ligne_acheminement;telephone;telecopie;categorie_etablissement;libelle_categorie_etablissement;categorie_agregat_etablissement;libelle_categorie_agregat_etablissement;numero_siret;code_ape;code_mft;libelle_mft;code_sph;libelle_sph;date_ouverture;date_autorisation;date_mise_a_jour_structure;numero_education_nationale;coordxet;coordyet;sourcecoordet;date_mise_a_jour_coordonnees;nom_officiel_commune;code_officiel_region;nom_officiel_region;code_officiel_epci;nom_officiel_epci;adresse;coord
780690145;780009528;IME ASOIMEEP POISSY;IME ASOIMEEP POISSY;;;13;BD;DE LA PAIX;;;498;78498;78;YVELINES;78300 POISSY;0139651124;0130659479;183;Institut Médico-Educatif (I.M.E.);4101;Etab.Educ.Spéciale pour Déficients Mentaux et Handicapés;44923555500025;8710B;05;ARS établissements médico-soc. non financés dotation globale;;;1961-01-01;2017-01-03;2017-04-21;0780395F;629959.3;6870624.6;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Poissy;11;Île-de-France;200059889;Communauté urbaine Grand Paris Seine et Oise;13 BD DE LA PAIX;48.931783575456706, 2.0440227699272544
780024956;780024949;SAAD A VOS COTES;SAAD A VOS COTES;;;2;R;JEAN JAURES;;;551;78551;78;YVELINES;78100 ST GERMAIN EN LAYE;0667529226;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;75141001000019;;08;Président du Conseil Départemental;;;2012-06-01;2012-07-18;2019-11-13;;632875.9;6866404.1;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Saint-Germain-en-Laye;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;2 R JEAN JAURES;48.89414315625694, 2.084495304563569
780030342;780030334;OSTRA;;;;3;ALL;DE POMONE;;;551;78551;78;YVELINES;78100 ST GERMAIN EN LAYE;;;616;Services de Prévention et de Santé au Travail (SPST);3409;Services de Prévention et de Sante au Travail (SPST);78508759400186;;99;Indéterminé;;;2022-01-01;2022-01-01;2023-09-07;;630746.9;6867614.4;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Saint-Germain-en-Laye;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;3 ALL DE POMONE;48.90480094038063, 2.0552631403276793
780030565;750721334;CHU PORT MARLY;;;;3;AV;SIMON VOUET;;;502;78502;78;YVELINES;78560 LE PORT MARLY;0134932282;;219;Autre Centre d'Accueil;4601;Etablissements pour Adultes et Familles en Difficulté;77567227238132;;35;Préfet de département Subvention;;;2021-01-01;;2023-09-11;;635100.7;6864528.3;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Le Port-Marly;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;3 AV SIMON VOUET;48.87750332289969, 2.1151234269800865
780030078;780030060;CDS DENT LE CHESNAY ROCQUENCOURT;CDS CENTRE DENTAIRE LE CHESNAY ROCQUENCOURT;;;1;AV;DE ROCQUENCOURT;;;158;78158;78;YVELINES;78150 LE CHESNAY ROCQUENCOURT;;;124;Centre de Santé;2206;Centres de Santé;92340510400012;;36;Tarifs conventionnels assurance maladie;;;2023-11-06;2023-05-22;2023-11-17;;635938.3;6858407.3;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Le Chesnay-Rocquencourt;11;Île-de-France;247800584;Communauté d'agglomération Versailles Grand Parc (CAVGP);1 AV DE ROCQUENCOURT;48.82254279908217, 2.1274650055765054
780030268;780030250;CDS CENTRE DE LA COLLEGIALE;CDS CENTRE DE LA COLLEGIALE;;;20;PL;DE L ETAPE;;;361;78361;78;YVELINES;78200 MANTES LA JOLIE;;;124;Centre de Santé;2206;Centres de Santé;92336127300017;;36;Tarifs conventionnels assurance maladie;;;2023-09-25;2023-07-11;2023-09-25;;606274.1;6877480.0;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Mantes-la-Jolie;11;Île-de-France;200059889;Communauté urbaine Grand Paris Seine et Oise;20 PL DE L ETAPE;48.990407226295396, 1.7192782586633313
780025136;780826517;SAAD ADMR MANTES LA VILLE ET ENVIRONS;SAAD ADMR MANTES LA VILLE ET ENVIRONS;;;128;R;DE HOUDAN;;;362;78362;78;YVELINES;78711 MANTES LA VILLE;0130980962;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;51431525800012;;01;Etablissement Tarif Libre;;;2009-02-13;2015-08-26;2023-08-31;;605763.7;6875758.0;1,ATLASANTE,87,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Mantes-la-Ville;11;Île-de-France;200059889;Communauté urbaine Grand Paris Seine et Oise;128 R DE HOUDAN;48.97485013555706, 1.7126886849532137
780025326;750808511;RS JEUNES ACTIFS LA COLLINE;;;;;R;NORMANDIE NIEMEN;;;208;78208;78;YVELINES;78990 ELANCOURT;0130502913;;259;Autre Résidence Sociale (hors Maison Relais, Pension de Fami;4607;Logements en Structure Collective;78805803002756;;01;Etablissement Tarif Libre;;;2018-10-01;2018-10-01;2023-05-24;;624674.4;6855438.4;2,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Élancourt;11;Île-de-France;200058782;Communauté d'agglomération de Saint-Quentin-en-Yvelines;R NORMANDIE NIEMEN;48.79462619934481, 1.9745891682772028
780030367;780030359;AIRBUS DS SAS (ELANCOURT);;SERV PREV SANTE TRAVAIL AUTONOME;METAPOLE;1;BD;JEAN MOULIN;;ZAC CLEF ST- PIERRE;208;78208;78;YVELINES;78996 ELANCOURT CEDEX;;;616;Services de Prévention et de Santé au Travail (SPST);3409;Services de Prévention et de Sante au Travail (SPST);39334151600119;;99;Indéterminé;;;2022-01-01;2022-01-01;2023-09-07;;624495.0;6855652.7;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Élancourt;11;Île-de-France;200058782;Communauté d'agglomération de Saint-Quentin-en-Yvelines;1 BD JEAN MOULIN;48.796532408565184, 1.9721092900588155
780025300;780805941;SAAD CCAS DE MONTIGNY LE BRETONNEUX;SAAD CCAS DE MONTIGNY LE BRETONNEUX;;HÔTEL DE VILLE;66;R;DE LA MARE CARATS;;;423;78423;78;YVELINES;78180 MONTIGNY LE BRETONNEUX;0139303020;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;26780301300015;8899B;01;Etablissement Tarif Libre;;;2007-01-01;2012-01-01;2023-10-06;;629265.4;6852633.3;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Montigny-le-Bretonneux;11;Île-de-France;200058782;Communauté d'agglomération de Saint-Quentin-en-Yvelines;66 R DE LA MARE CARATS;48.76991940615043, 2.0375456833894394
780025623;770020824;SAAD RESIDENCE LA GIRANDIERE MONTIGNY;SAAD RESIDENCE LA GIRANDIERE MONTIGNY;;PARC DU CHATEAU DE LA COUDRE;2;AV;DES QUATRE PAVES DU ROY;T;;423;78423;78;YVELINES;78180 MONTIGNY LE BRETONNEUX;0130686800;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;79748872300348;;01;Etablissement Tarif Libre;;;2018-10-01;2018-10-01;2023-12-05;;628361.2;6852724.7;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Montigny-le-Bretonneux;11;Île-de-France;200058782;Communauté d'agglomération de Saint-Quentin-en-Yvelines;2 AV DES QUATRE PAVES DU ROY;48.770641632364864, 2.0252285255482283
780030599;770023539;CHU MAUREPAS;;;;6;PL;DES ARDENNES;;;383;78383;78;YVELINES;78310 MAUREPAS;0134909659;;219;Autre Centre d'Accueil;4601;Etablissements pour Adultes et Familles en Difficulté;;;35;Préfet de département Subvention;;;2021-01-01;;2023-09-11;;622254.7;6852910.3;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Maurepas;11;Île-de-France;200058782;Communauté d'agglomération de Saint-Quentin-en-Yvelines;6 PL DES ARDENNES;48.77160388745427, 1.9421146064672066
780029245;780029237;CDS DENTAIRE DENTISMART;CDS DENTAIRE DENTISMART;;;5;AV;DU MARECHAL FOCH;;;146;78146;78;YVELINES;78400 CHATOU;0139130076;;124;Centre de Santé;2206;Centres de Santé;90990599400010;;36;Tarifs conventionnels assurance maladie;;;2022-08-08;2022-07-08;2022-10-19;;638185.8;6865754.2;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Chatou;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;5 AV DU MARECHAL FOCH;48.888830719964304, 2.1570058466695583
780029013;780002002;CONSULTATION PRE ET POST NATALE;;;;41;R;DU BELVEDERE;;;029;78029;78;YVELINES;78410 AUBERGENVILLE;;;224;Etablissement de Consultation Pré et Post-natale;2202;Etablissements de PMI et de Planification Familiale;22780646000019;;01;Etablissement Tarif Libre;;;2022-01-01;2022-01-01;2022-04-20;;616558.5;6873684.2;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Aubergenville;11;Île-de-France;200059889;Communauté urbaine Grand Paris Seine et Oise;41 R DU BELVEDERE;48.95769567222068, 1.8605376010290455
780025789;780025771;SAAD AIDES 78;SAAD AIDES 78;;;18;R;MARCEAU;;;311;78311;78;YVELINES;78800 HOUILLES;;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;51310629400012;;01;Etablissement Tarif Libre;;;2018-02-20;2013-12-09;2024-03-27;;640263.9;6869819.7;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Houilles;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;18 R MARCEAU;48.9255851355045, 2.184771597045908
780026985;780026977;SAAD NOUVEAU SOUFFLE;SAAD NOUVEAU SOUFFLE;;;41;RTE;DE MONTESSON;;;650;78650;78;YVELINES;78110 LE VESINET;0980907852;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;80454174600017;;01;Etablissement Tarif Libre;;;2018-02-20;2014-07-26;2024-02-15;;636293.1;6867171.8;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Le Vésinet;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;41 RTE DE MONTESSON;48.901393785288256, 2.1309833561928406
780680146;750830275;CMPP CHARLES PERRAULT;CENTRE MEDICO PSYCHO PEDAGOGIQUE CHARLES PERRAULT;;;7;MAIL;DE L EUROPE;;;126;78126;78;YVELINES;78170 LA CELLE ST CLOUD;0139184680;0139185154;189;Centre Médico-Psycho-Pédagogique (C.M.P.P.);4106;Services à Domicile ou Ambulatoires pour Handicapés;38165749300205;;57;ARS /ARS PCD   Dotation forfait ou prix de journée globalisé;;;1966-01-01;2017-01-03;2017-08-08;0783478G;636388.4;6861282.4;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;La Celle-Saint-Cloud;11;Île-de-France;247800584;Communauté d'agglomération Versailles Grand Parc (CAVGP);7 MAIL DE L EUROPE;48.84844267803199, 2.133165107960468
780031050;440062057;SAAD L'AUBRIERE BY HEURUS;SAAD L'AUBRIERE BY HEURUS;;;763;AV;DU GENERAL DE GAULLE;;;672;78672;78;YVELINES;78670 VILLENNES SUR SEINE;0249092350;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;91775621500021;;01;Etablissement Tarif Libre;;;2023-09-15;2023-08-01;2024-01-11;;626712.3;6870947.3;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Villennes-sur-Seine;11;Île-de-France;200059889;Communauté urbaine Grand Paris Seine et Oise;763 AV DU GENERAL DE GAULLE;48.93432356142719, 1.9996536914629643
780030458;780030441;CPTS VALLEE DE CHEVREUSE;;;;73;R;DE LA DIVISION LECERLC;;;160;78160;78;YVELINES;78460 CHEVREUSE;;;604;Communautés professionnelles territoriales de santé (CPTS);2103;Autres structures d'exercice libéral;90184196500014;;99;Indéterminé;;;2023-08-08;2021-07-21;2024-02-06;;629347.0;6845682.5;1,ATLASANTE,90,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Chevreuse;11;Île-de-France;200033173;Communauté de communes de la Haute Vallée de Chevreuse;73 R DE LA DIVISION LECERLC;48.70741647845837, 2.0398058742390033
780030649;780030631;GE MEDICAL SYSTEMS;;SERV PREV SANTE TRAVAIL AUTONOME;;283;R;DE LA MINIERE;;BP 34;117;78117;78;YVELINES;78533 BUC CEDEX;;;616;Services de Prévention et de Santé au Travail (SPST);3409;Services de Prévention et de Sante au Travail (SPST);31501335900155;;99;Indéterminé;;;2022-01-01;2022-01-01;2023-09-14;;635703.6;6852428.3;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Buc;11;Île-de-France;247800584;Communauté d'agglomération Versailles Grand Parc (CAVGP);283 R DE LA MINIERE;48.76874942110796, 2.12517078872043
780700365;920026838;LA VIE AU GRAND AIR;ACCUEILS EDUCATIFS EN YVELINES;;;1;PL;DE LA MAIRIE;;;030;78030;78;YVELINES;78610 AUFFARGIS;0134578520;0134841878;177;Maison d'Enfants à Caractère Social;4501;Etablissements de l'Aide Sociale à l'Enfance;77568340200116;8790A;08;Président du Conseil Départemental;;;1966-05-13;2017-01-03;2022-01-10;0780360T;618110.9;6844965.4;1,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Auffargis;11;Île-de-France;200073344;Communauté d'agglomération Rambouillet Territoires;1 PL DE LA MAIRIE;48.699640624318384, 1.8872602744259477
780825485;780016820;SSIAD DE SAINT GERMAIN EN LAYE;SSIAD PA;;;86;R;LEON DESOYER;;;551;78551;78;YVELINES;78100 ST GERMAIN EN LAYE;0130872232;0130872209;354;Service de Soins Infirmiers A Domicile (S.S.I.A.D);4605;Etablissements et services multi-clientèles;25782547100036;8690D;54;Tarif AM - Services de Soins Infirmiers A Domicile;;;1991-03-15;2017-01-03;2023-06-30;;632841.9;6867025.6;1,ATLASANTE,87,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Saint-Germain-en-Laye;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;86 R LEON DESOYER;48.89972830929002, 2.0839332851563155
780809257;780110011;CMP DE MANTES LA JOLIE;CENTRE MEDICO PSYCHOLOGIQUE;;;64;BD;DU MARECHAL JUIN;;;361;78361;78;YVELINES;78200 MANTES LA JOLIE;0130332432;0130630180;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;;;03;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;1904-04-04;2024-02-16;;605408.4;6877640.2;1,ATLASANTE,88,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Mantes-la-Jolie;11;Île-de-France;200059889;Communauté urbaine Grand Paris Seine et Oise;64 BD DU MARECHAL JUIN;48.99172073041576, 1.7074151349346023
780708301;780825097;FOYER HEBERGEMENT LA VILLA DU CEDRE;FOYER HEBERGEMENT ADULTES HANDICAPES;;;14;AV;MIRABEAU;;;646;78646;78;YVELINES;78000 VERSAILLES;0139231670;0139231671;252;Foyer Hébergement Adultes Handicapés;4301;Etab. et Services d'Hébergement pour Adultes Handicapés;38069051100262;;08;Président du Conseil Départemental;;;1981-09-01;2017-01-03;2018-05-07;;636913.2;6858291.4;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Versailles;11;Île-de-France;247800584;Communauté d'agglomération Versailles Grand Parc (CAVGP);14 AV MIRABEAU;48.8215966602027, 2.1407594869868825
780802013;780803730;RESIDENCE AUTONOMIE LA RENAISSANCE;RESIDENCE LA RENAISSANCE;;;2;AV;DES ETANGS;;;126;78126;78;YVELINES;78170 LA CELLE ST CLOUD;0139184027;0139184732;202;Résidences autonomie;4401;Etablissements d'Hébergement pour Personnes Âgées;;;01;Etablissement Tarif Libre;;;1980-04-01;2017-01-03;2017-04-21;;636166.2;6860925.0;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;La Celle-Saint-Cloud;11;Île-de-France;247800584;Communauté d'agglomération Versailles Grand Parc (CAVGP);2 AV DES ETANGS;48.84520669697736, 2.1301910807661177
780801049;750005068;IFSI DE L'INSTITUT MARCEL RIVIERE;ECOLE D'INFIRMIERS DE L'INSTITUT MARCEL RIVIERE;;INSTITUT MARCEL RIVIERE ( MGEN );;AV;DE MONTFORT;;;644;78644;78;YVELINES;78320 LA VERRIERE;0139387960;;300;Ecoles Formant aux Professions Sanitaires;6101;Etablissements de Formation des Personnels Sanitaires;44192191300329;;01;Etablissement Tarif Libre;;;1976-09-01;1976-09-01;2009-05-18;;622657.3;6850640.9;2,ATLASANTE,82,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;La Verrière;11;Île-de-France;200058782;Communauté d'agglomération de Saint-Quentin-en-Yvelines;AV DE MONTFORT;48.75124317528504, 1.9480035411077075
780807202;780808846;SAAD CCAS DE HOUILLES;SAAD CCAS DE HOUILLES;;;18;R;GAMBETTA;;;311;78311;78;YVELINES;78800 HOUILLES;0130760810;;460;Service autonomie aide (SAA);4605;Etablissements et services multi-clientèles;21780311300232;;08;Président du Conseil Départemental;;;2007-01-01;2012-01-01;2018-10-26;;640446.4;6869504.3;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Houilles;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;18 R GAMBETTA;48.92276591984097, 2.1873063275734927
780802021;780018685;EHPAD RESIDENCE LE TILLEUL;;;;23;AV;DE POISSY;;;138;78138;78;YVELINES;78570 CHANTELOUP LES VIGNES;0139742906;0139270337;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Etablissements d'Hébergement pour Personnes Âgées;49399405700013;8710A;45;ARS/PCD, Tarif partiel, habilité aide sociale sans PUI;;;1979-03-01;2017-01-03;2017-04-21;;629162.9;6875189.6;1,ATLASANTE,86,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Chanteloup-les-Vignes;11;Île-de-France;200059889;Communauté urbaine Grand Paris Seine et Oise;23 AV DE POISSY;48.972743703838894, 2.0323904053429156
780804100;780016820;SSIAD PA LE VESINET;SERVICE DE SOINS A DOMICILE POUR PERSONNES AGEES;;;72;AV;DE LA PRINCESSE;;;650;78650;78;YVELINES;78110 LE VESINET;0130536583;0130536581;354;Service de Soins Infirmiers A Domicile (S.S.I.A.D);4605;Etablissements et services multi-clientèles;25782547100051;8690D;54;Tarif AM - Services de Soins Infirmiers A Domicile;;;1984-12-01;2017-01-03;2023-09-13;;636165.9;6865003.2;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Le Vésinet;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;72 AV DE LA PRINCESSE;48.881880315335245, 2.1295744524560614
780809406;780140059;CMP DU VESINET;;;;15;R;HENRI DUNANT;;;650;78650;78;YVELINES;78110 LE VESINET;0130713643;;156;Centre Médico-Psychologique (C.M.P.);1111;Autres Etablissements de Lutte contre les Maladies Mentales;26780244500127;;03;ARS établissements Publics de santé dotation globale;1;Etablissement public de santé;1904-04-04;1904-04-04;2016-08-05;;636757.3;6866395.0;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Le Vésinet;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;15 R HENRI DUNANT;48.89445431306986, 2.137430682100856
780826525;780826517;SSIAD ADMR DU PAYS D'YVELINE;SCE SOINS INFIRMIERS A DOMICILE PA ADMR DU PAYS D'YVELINE;;ESPACE DE LA MARE AUX LOUPS;14;R;DE HOUDAN;;;486;78486;78;YVELINES;78610 LE PERRAY EN YVELINES;0134841772;0134841772;354;Service de Soins Infirmiers A Domicile (S.S.I.A.D);4605;Etablissements et services multi-clientèles;39320686700029;;54;Tarif AM - Services de Soins Infirmiers A Domicile;;;1993-09-01;2017-01-03;2017-04-21;;615305.0;6844560.5;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Le Perray-en-Yvelines;11;Île-de-France;200073344;Communauté d'agglomération Rambouillet Territoires;14 R DE HOUDAN;48.69563742633236, 1.8492181433143886
780802468;920039773;EHPAD LA ROSERAIE;EHPAD LA ROSERAIE;;;11;R;PAUL DEMANGE;;;190;78190;78;YVELINES;78290 CROISSY SUR SEINE;0130154600;0139764988;500;Etablissement d'hébergement pour personnes âgées dépendantes;4401;Etablissements d'Hébergement pour Personnes Âgées;34918573600148;;47;ARS/PCD, Tarif partiel, non habilité aide sociale sans PUI;;;1973-03-01;2017-01-03;2022-09-27;;637704.6;6864719.2;1,ATLASANTE,85,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Croissy-sur-Seine;11;Île-de-France;200058519;Communauté d'agglomération Saint Germain Boucles de Seine;11 R PAUL DEMANGE;48.879477141334654, 2.1505957912799225
780803458;780804415;ESAT LE PETIT PARC;ETABLISSEMENT ET SERVICE D AIDE PAR LE TRAVAIL;;;22;R;DES FONTENELLES;;;206;78206;78;YVELINES;78920 ECQUEVILLY;0134759330;0134759326;246;Etablissement et Service d'Aide par le Travail (E.S.A.T.);4302;Etab.et Services de Travail Protégé pour Adultes Handicapés;39007419300066;8810C;34;ARS / DG dotation globale;;;1984-05-02;2017-01-03;2017-04-21;;621949.0;6872543.4;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Ecquevilly;11;Île-de-France;200059889;Communauté urbaine Grand Paris Seine et Oise;22 R DES FONTENELLES;48.94811494027341, 1.9343502996804347
770007730;770007722;PHARMACIE VO KIM-TAN;PHARMACIE VO KIM-TAN;;;69;BD;DU SEGRAIS;;;258;77258;77;SEINE ET MARNE;77185 LOGNES;0160173313;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;34938715900016;;01;Etablissement Tarif Libre;;;1989-01-12;1988-11-16;2024-03-26;;674311.0;6859655.2;1,ATLASANTE,83,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Lognes;11;Île-de-France;200057958;Communauté d'agglomération Paris - Vallée de la Marne;69 BD DU SEGRAIS;48.836436879413874, 2.6500226631073605
770006880;770006872;PHARMACIE PRINCIPALE;PHARMACIE PRINCIPALE;;;22;R;DES SABLONS;;;186;77186;77;SEINE ET MARNE;77300 FONTAINEBLEAU;0164222925;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;52042037300042;;01;Etablissement Tarif Libre;;;2020-02-10;1943-02-24;2024-06-22;;677743.9;6811723.2;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Fontainebleau;11;Île-de-France;200072346;Communauté d'agglomération du Pays de Fontainebleau;22 R DES SABLONS;48.40541860703637, 2.6992776351539662
770003333;750719239;SESSAD APF MONTEREAU;SERVICE D EDUCATION SPECIALE ET SOINS A DOMICILE;;;27;AV;DE SURVILLE;B;;305;77305;77;SEINE ET MARNE;77130 MONTEREAU FAULT YONNE;0164702859;0164705892;182;Service d'Éducation Spéciale et de Soins à Domicile;4106;Services à Domicile ou Ambulatoires pour Handicapés;77568873208601;8891B;34;ARS / DG dotation globale;;;1996-07-11;2017-01-03;2023-12-11;0772537P;696548.1;6810269.4;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Montereau-Fault-Yonne;11;Île-de-France;247700107;Communauté de communes Pays de Montereau;27 AV DE SURVILLE;48.39271143488707, 2.9533696267346485
770007664;770007656;PHARMACIE DU CANAL;PHARMACIE DU CANAL;;;69;R;JEAN JAURES;;;257;77257;77;SEINE ET MARNE;77440 LIZY SUR OURCQ;0160018898;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;51295163300019;;01;Etablissement Tarif Libre;;;2009-08-31;2000-08-23;2023-01-11;;701777.8;6880544.0;1,ATLASANTE,84,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Lizy-sur-Ourcq;11;Île-de-France;247700065;Communauté de communes du Pays de l'Ourcq;69 R JEAN JAURES;49.024790933935975, 3.024307846928496
770005080;770005072;PHARMACIE JULES FERRY;PHARMACIE JULES FERRY;;;25;AV;FOCH;;;108;77108;77;SEINE ET MARNE;77500 CHELLES;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;38033755000038;;01;Etablissement Tarif Libre;;;2022-03-28;2013-03-15;2024-07-31;;669061.4;6863631.2;2,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Chelles;11;Île-de-France;200057958;Communauté d'agglomération Paris - Vallée de la Marne;25 AV FOCH;48.87196281867842, 2.5782159811599623
770007581;770007573;PHARMACIE BESVEL;PHARMACIE BESVEL;;;18;;Trait d'Union;;;251;77251;77;SEINE ET MARNE;77127 LIEUSAINT;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;38924384100027;;01;Etablissement Tarif Libre;;;2021-02-16;2020-07-20;2024-07-27;;666239.2;6835534.1;1,ATLASANTE,81,BAN_05-09-2024,LAMBERT_93_METROPOLE;2024-09-03;Lieusaint;11;Île-de-France;200059228;Communauté d'agglomération Grand Paris Sud Seine Essonne Sénart;18  Trait d'Union;48.61911766262155, 2.5419638373788946
770005981;770005973;PHARMACIE CROISSY BEAUBOURG;PHARMACIE CROISSY BEAUBOURG;;;;RPT;ROCCASECCA;;;146;77146;77;SEINE ET MARNE;77183 CROISSY BEAUBOURG;0160066145;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;83000326500014;;01;Etablissement Tarif Libre;;;2022-12-01;2001-03-14;2024-03-22;;673879.1;6858733.3;2,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Croissy-Beaubourg;11;Île-de-France;200057958;Communauté d'agglomération Paris - Vallée de la Marne;RPT ROCCASECCA;48.82812858297656, 2.6441952911367417
770006963;770006955;SELARL PHARMACIE CAPON;SELARL PHARMACIE CAPON;;;12;;GRANDE RUE;;;208;77208;77;SEINE ET MARNE;77114 GOUAIX;;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;84022740900017;;01;Etablissement Tarif Libre;;;2018-07-01;1953-04-24;2024-06-14;;721676.4;6820015.8;4,ATLASANTE,.,ADMIN-EXPRESS-2023,LAMBERT_93_METROPOLE;2024-09-03;Gouaix;11;Île-de-France;200040251;Communauté de communes Bassée-Montois;12  GRANDE RUE;48.48004055453854, 3.2933057880670558
770012094;770012086;PHARMACIE PHONGPRIXA;PHARMACIE PHONGPRIXA;;;10;R;PABLO NERUDA;B;;468;77468;77;SEINE ET MARNE;77200 TORCY;0164804076;;620;Pharmacie d'Officine;3201;Commerce de Biens à Usage Médicaux;39899541500013;;01;Etablissement Tarif Libre;;;2024-02-12;1988-07-08;2024-02-13;;674054.8;6860433.1;1,ATLASANTE,100,BDADRESSE_v2.2_03-2024,LAMBERT_93_METROPOLE;2024-09-03;Torcy;11;Île-de-France;200057958;Communauté d'agglomération Paris - Vallée de la Marne;10 R PABLO NERUDA;48.843422468235374, 2.6464848903059854
